TimeStamp,RunIndex,TestType,Mode,TotalRecords,RecordsPerTx,DurationSeconds
2025-12-11 16:20:20,1,10000,100,0.371,0.254
2025-12-11 16:20:21,2,10000,100,0.350,0.252
